assessment_id,site_id,conducted_by_person_id,assessment_date,assessment_period,overall_risk_score,findings_summary,num_hazards_identified,num_actions_created,status
15492,2076,4906,2021-09-25,H2_2021,72,Routine H1/H2 assessment for Welcome Bay School conducted on the assessment date. Building condition assessments reviewed for all 9 structures. 0 hazards requiring attention identified. Notable improvement in emergency signage since last assessment.,0,1,COMPLETED
15493,2076,4906,2022-03-12,H1_2022,67,Routine H1/H2 assessment for Welcome Bay School conducted on the assessment date. Building condition assessments reviewed for all 8 structures. 3 hazards requiring attention identified. Notable improvement in car park markings since last assessment.,3,0,COMPLETED
15494,2076,4907,2022-09-08,H2_2022,21,Assessment of Welcome Bay School identified low overall risk level. Primary concerns are tree management particularly affecting administration building. Emergency procedures were reviewed and found to be adequate. 0 actions created.,3,0,COMPLETED
15495,2076,4907,2023-03-02,H1_2023,57,Comprehensive risk assessment completed for Welcome Bay School. 0 new hazards identified and 3 existing hazards reviewed. Key findings include: damaged fencing along south boundary; cluttered storage room blocking access. 0 corrective actions have been raised.,0,0,COMPLETED
15496,2076,4909,2023-09-26,H2_2023,80,Risk assessment findings: Welcome Bay School presents critical risk environment. Critical items include damaged fencing along south boundary. Moderate items include cluttered storage room blocking access. 1 actions assigned with 0 marked as critical priority.,2,1,COMPLETED
15497,2076,4907,2024-03-25,H1_2024,52,Risk assessment findings: Welcome Bay School presents medium risk environment. Critical items include bird nesting in roof cavity. Moderate items include bird nesting in roof cavity. 1 actions assigned with 1 marked as critical priority.,4,1,COMPLETED
15498,2076,4909,2024-09-19,H2_2024,71,Assessment of Welcome Bay School identified high overall risk level. Primary concerns are traffic management particularly affecting administration building. Emergency procedures were reviewed and found to be adequate. 1 actions created.,2,1,COMPLETED
15499,2076,4907,2025-03-06,H1_2025,65,Routine H1/H2 assessment for Welcome Bay School conducted on the assessment date. Building condition assessments reviewed for all 9 structures. 3 hazards requiring attention identified. Notable improvement in emergency signage since last assessment.,3,2,COMPLETED
15500,2077,4912,2020-03-05,H1_2020,45,Comprehensive risk assessment completed for Westbrook School. 1 new hazards identified and 4 existing hazards reviewed. Key findings include: missing fire extinguisher sign; bird nesting in roof cavity. 1 corrective actions have been raised.,1,1,COMPLETED
15501,2077,4911,2020-09-09,H2_2020,31,Routine H1/H2 assessment for Westbrook School conducted on the assessment date. Building condition assessments reviewed for all 3 structures. 2 hazards requiring attention identified. Notable improvement in playground area maintenance since last assessment.,2,0,COMPLETED
15502,2077,4910,2021-03-07,H1_2021,75,Comprehensive risk assessment completed for Westbrook School. 0 new hazards identified and 5 existing hazards reviewed. Key findings include: cluttered storage room blocking access; bird nesting in roof cavity. 0 corrective actions have been raised.,0,0,COMPLETED
15503,2077,4911,2021-09-23,H2_2021,45,Assessment of Westbrook School identified medium overall risk level. Primary concerns are contractor oversight particularly affecting administration building. Emergency procedures were reviewed and found to be satisfactory. 1 actions created.,0,1,COMPLETED
15504,2077,4911,2022-03-12,H1_2022,24,Assessment of Westbrook School identified low overall risk level. Primary concerns are tree management particularly affecting the main block. Emergency procedures were reviewed and found to be satisfactory. 1 actions created.,3,1,COMPLETED
15505,2077,4913,2022-09-04,H2_2022,39,Assessment of Westbrook School identified medium overall risk level. Primary concerns are slip hazards during winter particularly affecting outdoor areas. Emergency procedures were reviewed and found to be requiring update. 0 actions created.,2,0,COMPLETED
15506,2077,4911,2023-03-04,H1_2023,53,Routine H1/H2 assessment for Westbrook School conducted on the assessment date. Building condition assessments reviewed for all 11 structures. 0 hazards requiring attention identified. Notable improvement in emergency signage since last assessment.,0,1,COMPLETED
15507,2077,4912,2023-09-10,H2_2023,35,Routine H1/H2 assessment for Westbrook School conducted on the assessment date. Building condition assessments reviewed for all 3 structures. 2 hazards requiring attention identified. Notable improvement in playground area maintenance since last assessment.,2,2,COMPLETED
15508,2077,4911,2024-03-10,H1_2024,27,Routine H1/H2 assessment for Westbrook School conducted on the assessment date. Building condition assessments reviewed for all 8 structures. 3 hazards requiring attention identified. Notable improvement in car park markings since last assessment.,3,2,COMPLETED
15509,2077,4911,2024-09-03,H2_2024,53,Site inspection revealed generally satisfactory conditions with 0 hazards identified. Main concerns relate to slip hazards during winter. Overall risk posture is medium. Recommend follow-up on electrical systems within 14 days.,0,0,COMPLETED
15510,2077,4910,2025-03-14,H1_2025,89,Site inspection revealed generally satisfactory conditions with 3 hazards identified. Main concerns relate to chemical storage. Overall risk posture is critical. Recommend follow-up on contractor oversight within 14 days.,3,1,COMPLETED
15511,2078,4917,2020-03-03,H1_2020,67,Site inspection revealed generally satisfactory conditions with 3 hazards identified. Main concerns relate to asbestos-containing materials. Overall risk posture is high. Recommend follow-up on traffic management within 30 days.,3,4,COMPLETED
15512,2078,4914,2020-09-14,H2_2020,70,Site inspection revealed generally satisfactory conditions with 0 hazards identified. Main concerns relate to traffic management. Overall risk posture is high. Recommend follow-up on electrical systems within 60 days.,0,0,COMPLETED
15513,2078,4914,2021-03-14,H1_2021,89,Assessment of Western Heights Primary School (Rotorua) identified critical overall risk level. Primary concerns are traffic management particularly affecting the sports facilities. Emergency procedures were reviewed and found to be requiring update. 3 actions created.,2,3,COMPLETED
15514,2078,4915,2021-09-13,H2_2021,32,Site inspection revealed generally satisfactory conditions with 2 hazards identified. Main concerns relate to contractor oversight. Overall risk posture is medium. Recommend follow-up on slip hazards during winter within 14 days.,2,2,COMPLETED
15515,2078,4915,2022-03-17,H1_2022,36,Assessment of Western Heights Primary School (Rotorua) identified medium overall risk level. Primary concerns are electrical systems particularly affecting outdoor areas. Emergency procedures were reviewed and found to be requiring update. 1 actions created.,4,1,COMPLETED
15516,2078,4914,2022-09-03,H2_2022,75,Comprehensive risk assessment completed for Western Heights Primary School (Rotorua). 0 new hazards identified and 2 existing hazards reviewed. Key findings include: trip hazard from raised concrete; inadequate lighting in car park. 0 corrective actions have been raised.,0,0,COMPLETED
15517,2078,4916,2023-03-04,H1_2023,13,Routine H1/H2 assessment for Western Heights Primary School (Rotorua) conducted on the assessment date. Building condition assessments reviewed for all 8 structures. 4 hazards requiring attention identified. Notable improvement in chemical storage since last assessment.,4,1,COMPLETED
15518,2078,4916,2023-09-16,H2_2023,75,Comprehensive risk assessment completed for Western Heights Primary School (Rotorua). 4 new hazards identified and 6 existing hazards reviewed. Key findings include: uneven surface on playground; damaged fencing along south boundary. 0 corrective actions have been raised.,4,0,COMPLETED
15519,2078,4915,2024-03-15,H1_2024,29,Comprehensive risk assessment completed for Western Heights Primary School (Rotorua). 4 new hazards identified and 1 existing hazards reviewed. Key findings include: standing water near entrance pathway; blocked emergency exit in hall. 1 corrective actions have been raised.,4,1,COMPLETED
15520,2078,4914,2024-09-25,H2_2024,62,Comprehensive risk assessment completed for Western Heights Primary School (Rotorua). 4 new hazards identified and 2 existing hazards reviewed. Key findings include: peeling paint near food prep area; worn anti-slip tape on steps. 4 corrective actions have been raised.,4,4,COMPLETED
15521,2078,4915,2025-03-01,H1_2025,12,Assessment of Western Heights Primary School (Rotorua) identified low overall risk level. Primary concerns are playground equipment wear particularly affecting the sports facilities. Emergency procedures were reviewed and found to be adequate. 0 actions created.,1,0,COMPLETED
15522,2079,4918,2020-03-15,H1_2020,14,Assessment of Whakamarama School identified low overall risk level. Primary concerns are roof condition particularly affecting the main block. Emergency procedures were reviewed and found to be satisfactory. 0 actions created.,2,0,COMPLETED
15523,2079,4918,2020-09-15,H2_2020,79,Assessment of Whakamarama School identified high overall risk level. Primary concerns are asbestos-containing materials particularly affecting administration building. Emergency procedures were reviewed and found to be adequate. 1 actions created.,0,1,COMPLETED
15524,2079,4920,2021-03-01,H1_2021,44,Site inspection revealed generally satisfactory conditions with 3 hazards identified. Main concerns relate to aging infrastructure. Overall risk posture is medium. Recommend follow-up on tree management within 14 days.,3,1,COMPLETED
15525,2079,4919,2021-09-20,H2_2021,17,Comprehensive risk assessment completed for Whakamarama School. 4 new hazards identified and 4 existing hazards reviewed. Key findings include: loose railing on Block A stairwell; standing water near entrance pathway. 2 corrective actions have been raised.,4,2,COMPLETED
