inspection_id,site_id,conducted_by_person_id,contractor_id,inspection_date,inspection_type,field_notes,compliance_rating,num_hazards_identified,num_actions_created,status
16242,2266,5292,,2024-05-13,POST_INCIDENT,Routine site walkthrough at Westown School. Checked emergency exits - clear. Fire extinguishers - two expired. First aid kits - needs restocking. Signage - good. General housekeeping - excellent. 1 new hazards logged.,MAJOR_NON_COMPLIANCE,2,0,COMPLETED
16243,2266,5291,,2024-10-26,ROUTINE,Complaint response visit to Westown School regarding slippery pathway. On inspection found standing water near entrance pathway. cluttered storage room blocking access. Spoke with the principal who was already arranging repair. Actions: contractor engaged. Follow-up required: yes - in 14 days.,COMPLIANT,3,3,COMPLETED
16244,2267,5294,,2020-04-27,ROUTINE,Contractor audit: the contractor on site performing grounds maintenance. Checked: PPE compliance - fully compliant; site induction records - current; work method statements - provided and adequate. Overall: minor non-compliance. Issues noted: work area not adequately fenced.,CRITICAL,3,0,COMPLETED
16245,2267,5294,25.0,2021-02-25,CONTRACTOR_AUDIT,Contractor audit: Pacific Hvac Enterprises on site performing painting. Checked: PPE compliance - fully compliant; site induction records - expired - updated on site; work method statements - not available. Overall: minor non-compliance. Issues noted: SWMS not signed.,COMPLIANT,2,1,COMPLETED
16246,2267,5294,,2021-06-08,ROUTINE,Routine site walkthrough at Whareorino School. Checked emergency exits - clear. Fire extinguishers - two expired. First aid kits - fully stocked. Signage - faded in places. General housekeeping - satisfactory. 4 new hazards logged.,COMPLIANT,0,0,COMPLETED
16247,2267,5293,,2022-08-17,COMPLAINT_RESPONSE,Post-incident inspection at Whareorino School. Area where incident occurred has been cordoned off. damaged fencing along south boundary. Interviewed the site manager who confirmed awareness of the hazard. Root cause appears to be environmental conditions. Immediate controls: area barricaded. Further investigation: yes - await contractor quote.,COMPLIANT,0,0,COMPLETED
16248,2267,5294,,2022-05-12,ROUTINE,Complaint response visit to Whareorino School regarding broken playground equipment. On inspection found damaged fencing along south boundary. bird nesting in roof cavity. Spoke with the caretaker who was unaware until now. Actions: area isolated. Follow-up required: yes - in 14 days.,MAJOR_NON_COMPLIANCE,0,0,COMPLETED
16249,2267,5295,,2022-08-05,COMPLAINT_RESPONSE,Contractor audit: the contractor on site performing roof repairs. Checked: PPE compliance - fully compliant; site induction records - expired - updated on site; work method statements - provided and adequate. Overall: compliant. Issues noted: SWMS not signed.,COMPLIANT,3,1,COMPLETED
16250,2267,5295,,2023-09-26,POST_INCIDENT,Routine site walkthrough at Whareorino School. Checked emergency exits - signage missing on one. Fire extinguishers - two expired. First aid kits - adequate. Signage - good. General housekeeping - poor in storage areas. 2 new hazards logged.,CRITICAL,1,1,COMPLETED
16251,2267,5295,,2024-11-13,COMPLAINT_RESPONSE,Contractor audit: the contractor on site performing electrical maintenance. Checked: PPE compliance - fully compliant; site induction records - expired - updated on site; work method statements - comprehensive. Overall: compliant. Issues noted: PPE not consistently worn.,COMPLIANT,0,0,COMPLETED
16252,2267,5295,,2024-11-18,POST_INCIDENT,Contractor audit: the contractor on site performing electrical maintenance. Checked: PPE compliance - partial - no safety glasses observed; site induction records - all current; work method statements - provided and adequate. Overall: major non-compliance. Issues noted: none noted.,COMPLIANT,1,0,COMPLETED
16253,2267,5295,103.0,2024-07-27,CONTRACTOR_AUDIT,Post-incident inspection at Whareorino School. Area where incident occurred has been cordoned off. blocked emergency exit in hall. Interviewed the caretaker who confirmed the timeline of events. Root cause appears to be worn equipment. Immediate controls: equipment isolated. Further investigation: yes - WorkSafe notification pending.,MINOR_NON_COMPLIANCE,1,0,COMPLETED
16254,2267,5295,53.0,2025-02-06,CONTRACTOR_AUDIT,Complaint response visit to Whareorino School regarding strange smell in classroom. On inspection found blocked emergency exit in hall. damaged fencing along south boundary. Spoke with the caretaker who was concerned about the situation. Actions: area isolated. Follow-up required: yes - next routine visit.,CRITICAL,3,3,COMPLETED
16255,2268,5296,,2020-02-03,ROUTINE,Post-incident inspection at Woodleigh School. Area where incident occurred has been cleaned up. tree branch overhanging walkway. Interviewed the site manager who confirmed that protocols were followed. Root cause appears to be worn equipment. Immediate controls: warning signs placed. Further investigation: no - matter resolved.,MAJOR_NON_COMPLIANCE,1,0,COMPLETED
16256,2268,5296,,2021-09-04,POST_INCIDENT,Contractor audit: the contractor on site performing roof repairs. Checked: PPE compliance - non-compliant - worker on ladder without harness; site induction records - missing for one worker; work method statements - generic - not site-specific. Overall: compliant. Issues noted: none noted.,COMPLIANT,2,0,COMPLETED
16257,2268,5297,80.0,2022-09-06,CONTRACTOR_AUDIT,Routine site walkthrough at Woodleigh School. Checked emergency exits - clear. Fire extinguishers - one missing from hall. First aid kits - needs restocking. Signage - good. General housekeeping - good. 1 new hazards logged.,COMPLIANT,1,1,COMPLETED
16258,2268,5297,,2023-11-12,ROUTINE,Complaint response visit to Woodleigh School regarding water leak from ceiling. On inspection found standing water near entrance pathway. blocked emergency exit in hall. Spoke with the principal who was already arranging repair. Actions: contractor engaged. Follow-up required: yes - next routine visit.,MAJOR_NON_COMPLIANCE,3,2,COMPLETED
16259,2268,5296,,2024-11-12,ROUTINE,Post-incident inspection at Woodleigh School. Area where incident occurred has been under repair. trip hazard from raised concrete. Interviewed the H&S rep who confirmed the timeline of events. Root cause appears to be worn equipment. Immediate controls: temporary repair applied. Further investigation: no - matter resolved.,COMPLIANT,1,0,COMPLETED
16260,2268,5298,,2024-02-13,POST_INCIDENT,Arrived at Woodleigh School at 15:00. Met with the H&S rep who reported no issues since last visit. Walked the site starting from the main entrance. Observed missing fire extinguisher sign. Noted cluttered storage room blocking access. the hall appears in good condition. Recommend scheduling maintenance within 30 days. Photos taken for record.,MINOR_NON_COMPLIANCE,0,0,COMPLETED
16261,2268,5296,,2025-06-04,POST_INCIDENT,Contractor audit: the contractor on site performing electrical maintenance. Checked: PPE compliance - fully compliant; site induction records - all current; work method statements - not available. Overall: compliant. Issues noted: none noted.,COMPLIANT,3,3,COMPLETED
16262,2330,5303,,2020-08-15,POST_INCIDENT,Complaint response visit to Aberfeldy School regarding noise from construction work. On inspection found tree branch overhanging walkway. tree branch overhanging walkway. Spoke with the H&S rep who was unaware until now. Actions: contractor engaged. Follow-up required: yes - next routine visit.,COMPLIANT,2,0,COMPLETED
16263,2330,5303,,2020-04-04,POST_INCIDENT,Arrived at Aberfeldy School at 12:15. Met with the caretaker who reported a recent near-miss in the workshop. Walked the site starting from the playground. Observed missing fire extinguisher sign. Noted standing water near entrance pathway. the hall appears in need of maintenance. Recommend review at next assessment. Photos taken for record.,MAJOR_NON_COMPLIANCE,3,0,COMPLETED
16264,2330,5302,,2021-02-02,ROUTINE,Post-incident inspection at Aberfeldy School. Area where incident occurred has been under repair. loose railing on Block A stairwell. Interviewed the H&S rep who confirmed that the issue has been ongoing. Root cause appears to be inadequate training. Immediate controls: area barricaded. Further investigation: yes - WorkSafe notification pending.,MINOR_NON_COMPLIANCE,3,1,COMPLETED
16265,2330,5300,,2021-02-17,ROUTINE,Arrived at Aberfeldy School at 12:30. Met with the site manager who reported a concern about the car park. Walked the site starting from the playground. Observed worn anti-slip tape on steps. Noted standing water near entrance pathway. Block A appears in good condition. Recommend scheduling maintenance within 30 days. Photos taken for record.,COMPLIANT,3,2,COMPLETED
16266,2330,5300,,2022-10-10,ROUTINE,Contractor audit: the contractor on site performing roof repairs. Checked: PPE compliance - partial - no safety glasses observed; site induction records - missing for one worker; work method statements - not available. Overall: compliant. Issues noted: none noted.,MAJOR_NON_COMPLIANCE,3,1,COMPLETED
16267,2330,5303,,2022-08-21,POST_INCIDENT,Routine site walkthrough at Aberfeldy School. Checked emergency exits - all clear. Fire extinguishers - all in date. First aid kits - fully stocked. Signage - several missing. General housekeeping - poor in storage areas. 1 new hazards logged.,MINOR_NON_COMPLIANCE,2,0,COMPLETED
16268,2330,5303,,2022-02-10,ROUTINE,Routine site walkthrough at Aberfeldy School. Checked emergency exits - clear. Fire extinguishers - all current. First aid kits - low on supplies. Signage - good. General housekeeping - poor in storage areas. 2 new hazards logged.,COMPLIANT,2,2,COMPLETED
16269,2330,5303,,2023-09-27,POST_INCIDENT,Arrived at Aberfeldy School at 8:00. Met with the principal who reported no issues since last visit. Walked the site starting from the main entrance. Observed damaged fencing along south boundary. Noted worn anti-slip tape on steps. the library appears in need of maintenance. Recommend scheduling maintenance within 30 days. Photos taken for record.,MINOR_NON_COMPLIANCE,2,0,COMPLETED
16270,2330,5300,,2024-05-04,ROUTINE,Routine site walkthrough at Aberfeldy School. Checked emergency exits - signage missing on one. Fire extinguishers - two expired. First aid kits - low on supplies. Signage - good. General housekeeping - satisfactory. 0 new hazards logged.,MINOR_NON_COMPLIANCE,0,0,COMPLETED
16271,2330,5300,120.0,2025-09-02,CONTRACTOR_AUDIT,Contractor audit: Regional Security Maintenance Co on site performing electrical maintenance. Checked: PPE compliance - fully compliant; site induction records - all current; work method statements - provided and adequate. Overall: major non-compliance. Issues noted: none noted.,MAJOR_NON_COMPLIANCE,2,0,COMPLETED
16272,2332,5306,,2020-07-22,POST_INCIDENT,Routine site walkthrough at Aokautere School. Checked emergency exits - one partially blocked. Fire extinguishers - one missing from hall. First aid kits - fully stocked. Signage - several missing. General housekeeping - good. 3 new hazards logged.,COMPLIANT,3,2,COMPLETED
16273,2332,5305,,2021-08-03,COMPLAINT_RESPONSE,Contractor audit: the contractor on site performing HVAC servicing. Checked: PPE compliance - fully compliant; site induction records - current; work method statements - comprehensive. Overall: minor non-compliance. Issues noted: SWMS not signed.,MINOR_NON_COMPLIANCE,3,2,COMPLETED
